ticker,name,sector,price,day_chg,pe_ttm,pb,ps_ttm,ev_ebitda,earn_yld,book_yld,sales_yld,ebitda_yld,roe,gross_margin,asset_turnover,gp_assets,op_margin_ttm,op_margin_5y,margin_ratio,margin_stability,debt_equity,current_ratio,rev_growth,eps_growth,w52_high,w52_low,w52_pos,mom_12_1,mean_target,upside_pct,analyst_score,analyst_score_3m_ago,revision_3m,buy_ratio,strong_buy,buy,hold,sell,strong_sell,total_recs,sue,pead_decay,last_report,has_earnings,score_value_raw,cyc_guard,score_value,score_momentum,score_quality,score_sentiment,score_catalyst,weighted_mean,worst_lens,score_composite,rank,score_value_pct,score_momentum_pct,score_quality_pct,score_sentiment_pct,score_catalyst_pct,score_composite_pct,as_of,version,universe,in_top_n
LRCX,Lam Research Corp,Technology,288.32,-0.65,56.166,41.2056,17.5644,47.0094,0.01780436563045259,0.02426854602287068,0.05693334244266813,0.021272341276425567,66.97,50.47,1.0607,0.53533529,35.29,31.37,1.1249601530124322,-0.1177476154845919,0.2995,2.6293,26.02,38.62,438.5,96.44,0.5609542185581476,199.35500000000002,373.541034,29.6,0.774390243902439,0.7682926829268293,0.0060975609756097615,0.8536585365853658,10,25,6,0,0,41,3.2502881658104763,0.0,2026-06-30,False,0.10617455492835433,1.0,0.10617455492835433,0.9666666666666667,0.7793021693378662,0.7228859060402684,0.5798750289284887,0.5885593917474421,0.10617455492835433,0.4920824243836246,24,0.06666666666666667,0.9666666666666667,0.98,0.84,0.9066666666666666,0.8466666666666667,2026-09-03,v2,SPY Top 150,False
MS,Morgan Stanley,Financials,211.82,0.37,17.0888,2.8248,2.6742,38.4848,0.05851785965076542,0.35400736335315774,0.373943609303717,0.02598428470461065,17.83,56.72,0.0853,0.04838216,20.3,20.12,1.0089463220675945,-0.00890654081620325,8.5222,0.354,13.96,38.56,232.25,146.29,0.7623313168915774,43.3141,245.933322,16.1,0.696969696969697,0.6875,0.009469696969697017,0.6060606060606061,8,12,12,0,1,33,2.5921168622841213,0.0,2026-06-30,True,0.6562295556520481,1.0,0.6562295556520481,0.78,0.31527136245464676,0.593006711409396,0.5382272622078222,0.5359742292624586,0.31527136245464676,0.4918336559008963,25,0.7266666666666667,0.78,0.12,0.6666666666666666,0.8533333333333334,0.84,2026-09-03,v2,SPY Top 150,False
EOG,EOG Resources Inc,Energy,148.96,0.41,10.843,2.1685,2.7643,5.641,0.09222539887485014,0.4611482591653217,0.361755236407047,0.17727353306151392,22.38,79.47,0.5085,0.40410494999999996,33.02,34.76,0.9499424626006906,-0.051353861905209186,0.2487,1.8514,18.67,24.77,153.67,101.59,0.9095622119815672,20.7768,161.221608,8.2,0.6597222222222222,0.6666666666666666,-0.00694444444444442,0.4722222222222222,6,11,19,0,0,36,0.586965717530179,0.0,2026-06-30,False,0.8870849616442322,1.0,0.8870849616442322,0.5266666666666666,0.6964142787761048,0.19489932885906042,0.2830502198565147,0.5647995894608455,0.19489932885906042,0.49081953734048855,26,0.9733333333333334,0.5266666666666666,0.88,0.1,0.36,0.8333333333333334,2026-09-03,v2,SPY Top 150,False
AMAT,Applied Materials Inc,Technology,438.46,-0.77,45.7972,13.4385,13.7628,48.311,0.021835396050413566,0.07441306693455371,0.07265963321417153,0.020699219639419595,39.78,49.4,0.7821,0.3863574,29.64,29.33,1.0105693828844187,-0.010513917438526452,0.27,2.5084,7.77,38.36,739.67,154.47,0.485287081339713,184.9622,648.610146,47.9,0.7833333333333333,0.7833333333333333,0.0,0.8666666666666667,12,27,6,0,0,45,0.9000104539017862,0.0,2026-09-30,False,0.1779193805181647,1.0,0.1779193805181647,0.9533333333333334,0.7880853688731442,0.691006711409396,0.3623513075676927,0.5687928275418508,0.1779193805181647,0.4906181381371136,27,0.11333333333333333,0.9533333333333334,0.9933333333333333,0.8,0.5266666666666666,0.8266666666666667,2026-09-03,v2,SPY Top 150,False
PM,Philip Morris International Inc,Cons Staples,187.94,0.42,27.007,1368.8571,6.9027,18.8698,0.03702743733106231,0.000730536445330926,0.14487084763932953,0.05299473232360703,575.44,67.51,0.6224,0.42018224,37.75,36.94,1.0219274499187874,-0.02169050092393995,186.0804,0.9798,8.93,31.96,207.76,142.11,0.6980959634424981,14.803500000000001,204.59925,8.9,0.7685185185185185,0.7596153846153846,0.008903133903133909,0.7407407407407407,9,11,7,0,0,27,2.0212465868594633,0.0,2026-06-30,False,0.33583224779273413,1.0,0.33583224779273413,0.47333333333333333,0.6985813835004618,0.5844228187919464,0.47133996760009256,0.5284513692300585,0.33583224779273413,0.48992754494259366,28,0.32666666666666666,0.47333333333333333,0.8866666666666667,0.6533333333333333,0.7333333333333333,0.82,2026-09-03,v2,SPY Top 150,False
GD,General Dynamics Corp,Industrials,364.07,-1.45,23.8002,3.8011,1.9466,16.6527,0.042016453643246694,0.2630817394964616,0.5137162231583273,0.060050322169978444,17.43,15.38,0.9376,0.14420288,10.32,10.36,0.9961389961389963,-0.003868476777920206,0.2802,1.4409,9.13,10.13,400.0,306.77,0.614609031427652,14.7419,426.03033600000003,17.0,0.7121212121212122,0.7045454545454546,0.007575757575757569,0.6666666666666666,7,15,10,1,0,33,0.9835280370829034,0.0,2026-06-30,False,0.6828947749312491,1.0,0.6828947749312491,0.46,0.5323992086392595,0.5684563758389262,0.3040499884286045,0.535742229756666,0.3040499884286045,0.4894037814910537,29,0.7666666666666667,0.46,0.58,0.6133333333333333,0.4066666666666667,0.8133333333333334,2026-09-03,v2,SPY Top 150,False
MSFT,Microsoft Corp,Technology,496.82,-0.84,27.6621,6.2636,11.1493,19.5551,0.03615054533097632,0.15965259595121015,0.08969172952562045,0.051137554908949584,33.22,67.94,0.4819,0.32740286,46.73,44.07,1.0603585205355117,-0.0586070778584392,0.2416,1.2303,17.79,31.56,553.72,349.2,0.7217876002346958,0.3759999999999999,582.19917,17.2,0.8152173913043478,0.8161764705882353,-0.0009590792838874984,0.927536231884058,23,41,5,0,0,69,4.113875052263524,0.0,2026-06-30,False,0.4214510059342886,1.0,0.4214510059342886,0.32,0.6653698397280234,0.528510067114094,0.5927424207359407,0.5315870799351892,0.32,0.48926966394815136,30,0.4,0.32,0.8133333333333334,0.5133333333333333,0.9133333333333333,0.8066666666666666,2026-09-03,v2,SPY Top 150,False
CRH,CRH PLC,Industrials,92.67,1.61,16.9563,2.9747,1.6846,9.9357,0.058975130187599895,0.3361683531112381,0.5936127270568681,0.10064716124681702,16.259999999999998,36.25,0.6616,0.23983,15.09,12.76,1.182601880877743,-0.16771699486311373,0.7691,1.5788,6.29,17.98,131.55,90.21,0.05950653120464458,-15.4743,141.93300000000002,53.2,0.8125,0.8055555555555556,0.00694444444444442,0.9285714285714286,9,17,2,0,0,28,1.17485306331291,0.0,2026-06-30,False,0.8410363294253872,1.0,0.8410363294253872,0.13333333333333333,0.4452304421525774,0.8335973154362416,0.3393566304096274,0.5747845059841459,0.13333333333333333,0.4864942714539834,31,0.92,0.13333333333333333,0.4,0.9266666666666666,0.4533333333333333,0.8,2026-09-03,v2,SPY Top 150,False
CSCO,Cisco Systems Inc,Technology,109.455,-0.26,37.4005,7.1349,7.3624,31.15,0.02673761045975321,0.1401561339332016,0.13582527436705422,0.03210272873194222,25.14,64.33,0.4936,0.31753287999999996,23.36,24.52,0.9526916802610114,-0.048463953107984396,0.6407,0.9246,9.21,22.99,130.3656,66.13,0.6744702314604363,62.6849,137.325966,25.5,0.7214285714285714,0.7196969696969697,0.0017316017316016952,0.6857142857142857,7,17,11,0,0,35,2.407220913859974,0.0,2026-09-30,False,0.3087335359675785,1.0,0.3087335359675785,0.8866666666666667,0.5769612033254291,0.5965100671140939,0.47689886600324,0.5297752549794947,0.3087335359675785,0.48556691117711154,32,0.29333333333333333,0.8866666666666667,0.6666666666666666,0.68,0.7533333333333333,0.7933333333333333,2026-09-03,v2,SPY Top 150,False
WMT,Walmart Inc,Cons Staples,106.09,0.16,40.6059,11.1482,1.2729,21.6472,0.02462696307679426,0.08970057946574335,0.7856076675308351,0.04619535089988543,23.919999999999998,24.98,2.5589,0.63921322,4.16,3.99,1.0426065162907268,-0.04172384337139977,0.6162,0.7714,5.87,21.78,135.16,97.5,0.22809346787041965,5.524100000000001,130.32081,22.8,0.78125,0.796875,-0.015625,0.875,12,30,6,0,0,48,1.8727998000694324,0.0,2026-09-30,False,0.48509335649153273,1.0,0.48509335649153273,0.37333333333333335,0.6791716233846623,0.4187785234899329,0.4330895626012497,0.5110772985597892,0.37333333333333335,0.48352850551449805,33,0.52,0.37333333333333335,0.8533333333333334,0.3333333333333333,0.68,0.7866666666666666,2026-09-03,v2,SPY Top 150,False
BLK,BlackRock Inc,Financials,1107.08,-1.86,29.225,2.7178,7.0399,19.5118,0.03421727972626176,0.3679446611229671,0.14204747226523104,0.05125103783351612,11.65,81.73,0.1609,0.13150357,32.57,35.1,0.9279202279202279,-0.07480951118367804,0.2212,2.3899,26.54,-3.67,1219.94,917.39,0.6269707486365886,4.889799999999999,1320.606138,19.3,0.7608695652173914,0.75,0.010869565217391353,0.8695652173913043,4,16,3,0,0,23,3.9992167555497815,0.0,2026-06-30,True,0.5143320306846143,1.0,0.5143320306846143,0.36666666666666664,0.43657519355483815,0.6995302013422819,0.49223790789169175,0.5099639588564819,0.36666666666666664,0.4813045004185189,34,0.5866666666666667,0.36666666666666664,0.36666666666666664,0.8066666666666666,0.8,0.78,2026-09-03,v2,SPY Top 150,False
JCI,Johnson Controls International PLC,Industrials,139.25,0.0,25.8308,6.6121,4.3808,26.8939,0.038713473837434384,0.15123788206469957,0.22826880934989044,0.03718315305701293,26.939999999999998,43.41,0.5516,0.23944955999999998,14.17,8.99,1.5761957730812013,-0.4550142052190601,0.7028,0.9998,5.08,70.9,157.06,104.03,0.6641523665849519,31.460400000000003,166.954824,19.9,0.7019230769230769,0.7019230769230769,0.0,0.6153846153846154,5,11,10,0,0,26,7.045665528882793,0.0,2026-06-30,False,0.4705203357938921,0.9516584333098095,0.4477746456020208,0.68,0.41072894704263435,0.4776510067114094,0.66294376301782,0.4981341113082504,0.41072894704263435,0.4806530784551273,35,0.44666666666666666,0.68,0.31333333333333335,0.4533333333333333,0.9933333333333333,0.7733333333333333,2026-09-03,v2,SPY Top 150,False
UPS,United Parcel Service Inc,Industrials,103.01,0.34,19.2392,6.0646,0.9777,10.3223,0.051977213189737616,0.16489133660917454,1.0228086325048584,0.09687763386067058,29.07,81.91,1.2509,1.0246121899999998,7.31,10.88,0.6718749999999999,-0.3976829676661096,1.625,1.179,-0.42,-20.08,122.41,82.0,0.5199208116802774,21.9467,118.57214400000001,15.1,0.6642857142857143,0.6590909090909091,0.0051948051948051965,0.5142857142857142,9,9,13,4,0,35,0.6073221974599818,0.0,2026-06-30,False,0.7762946880880012,1.0,0.7762946880880012,0.56,0.5846662238474798,0.4904295302013423,0.18847489007174267,0.5518306787272741,0.18847489007174267,0.4791595209961679,36,0.8533333333333334,0.56,0.6866666666666666,0.47333333333333333,0.16666666666666666,0.7666666666666667,2026-09-03,v2,SPY Top 150,False
FCX,Freeport-McMoRan Inc,Materials,73.93,2.01,33.299,4.4959,3.791,11.3971,0.03003093185981561,0.22242487599813165,0.2637826431020839,0.08774161848189452,15.260000000000002,27.06,0.443,0.1198758,26.76,29.35,0.9117546848381601,-0.09238431101407775,0.4668,2.0661,-24.23,53.11,80.24,35.15,0.8600576624528723,62.3768,75.06129,1.5,0.725,0.725,0.0,0.8,5,19,5,0,1,30,2.634569696508523,0.0,2026-06-30,False,0.5693421623968737,1.0,0.5693421623968737,0.8733333333333333,0.4338711396166043,0.3417986577181208,0.5553760703540846,0.51149635791427,0.3417986577181208,0.4775568178750402,37,0.6266666666666667,0.8733333333333333,0.35333333333333333,0.25333333333333335,0.88,0.76,2026-09-03,v2,SPY Top 150,False
LOW,Lowe's Companies Inc,Cons Discretionary,199.84,-0.1,18.2487,316.2831,1.3706,12.9034,0.05479842399732584,0.003161724417144008,0.7296074711805048,0.07749895376412419,264.53000000000003,33.29,1.6913,0.56303377,11.55,12.14,0.9514003294892917,-0.0498203486635496,52.2337,1.0931,6.24,-1.94,293.06,199.34,0.005335040546308152,-20.964799999999997,258.550212,29.4,0.7317073170731707,0.7317073170731707,0.0,0.6829268292682927,11,17,12,1,0,41,6.563798534130623,0.0,2026-09-30,False,0.6362737009697497,1.0,0.6362737009697497,0.07333333333333333,0.7217020303021646,0.5611543624161074,0.5251978708632261,0.5739229207791255,0.07333333333333333,0.4738050032899671,38,0.7,0.07333333333333333,0.9133333333333333,0.5866666666666667,0.8333333333333334,0.7533333333333333,2026-09-03,v2,SPY Top 150,False
GS,Goldman Sachs Group Inc,Financials,1004.42,0.19,14.5495,2.4257,2.26,51.913,0.06873088422282553,0.4122521334047904,0.4424778761061947,0.019262997707703275,16.939999999999998,41.8,0.0692,0.0289256,19.48,20.62,0.9447138700290979,-0.05687318037442489,11.0081,0.3193,6.67,41.66,1153.99,722.3,0.6535245199101206,39.5801,1198.3866779999998,19.3,0.6484375,0.640625,0.0078125,0.46875,6,9,16,0,1,32,6.8061131646013395,0.0,2026-06-30,True,0.6805348096685483,1.0,0.6805348096685483,0.7266666666666667,0.25647312135150324,0.5528859060402684,0.6430363341819023,0.5267749368245938,0.25647312135150324,0.4727145737299757,39,0.76,0.7266666666666667,0.05333333333333334,0.5733333333333334,0.98,0.7466666666666667,2026-09-03,v2,SPY Top 150,False
PNC,PNC Financial Services Group Inc,Financials,242.46,2.09,13.4254,1.5348,2.34179,,0.07448567640442744,0.6515506906437321,0.4270237724134103,,12.34,,,,34.5423,,,,0.7078,,72.26733,22.76,258.96,176.88,0.7989766081871348,17.0922,280.016826,15.5,0.75,0.7592592592592593,-0.0092592592592593,0.7037037037037037,8,11,8,0,0,27,1.8742588172348609,0.0,2026-06-30,True,0.8018027210884354,1.0,0.8018027210884354,0.5,0.42466666666666664,0.3246040268456376,0.4419625086785467,0.5090658619430184,0.3246040268456376,0.47217349492354227,40,0.88,0.5,0.34,0.23333333333333334,0.7066666666666667,0.74,2026-09-03,v2,SPY Top 150,False
PH,Parker-Hannifin Corp,Industrials,949.38,-0.28,36.518,8.0062,6.1965,28.2079,0.02738375595596692,0.12490320001998452,0.16138142499798272,0.035451061582039076,25.11,37.84,0.7006,0.26510704,21.65,19.62,1.103465851172273,-0.09845600031128168,0.5531,1.2623,8.31,5.03,1099.94,715.37,0.6084978027407233,29.901699999999998,1186.289172,25.0,0.7647058823529411,0.7647058823529411,0.0,0.7941176470588235,9,18,7,0,0,34,4.28790922676389,0.0,2026-06-30,False,0.3326183239253148,1.0,0.3326183239253148,0.6466666666666666,0.5462141578340904,0.580765100671141,0.5263503818560519,0.5067910724108584,0.3326183239253148,0.47195652271374977,41,0.30666666666666664,0.6466666666666666,0.6066666666666667,0.6466666666666666,0.8466666666666667,0.7333333333333333,2026-09-03,v2,SPY Top 150,False
WDC,Western Digital Corp,Technology,448.9,-0.34,16.6087,22.4549,12.1155,36.4215,0.06020940832214442,0.044533709791626776,0.0825388964549544,0.027456310146479413,117.8,48.85,0.8777,0.42875645,30.25,11.1,2.725225225225225,-1.002551076158562,0.1187,1.3288,35.7,363.83,799.87,83.34,0.5101810112626128,422.3429,663.796518,47.9,0.75,0.7586206896551724,-0.008620689655172376,0.7741935483870968,7,17,7,0,0,31,2.217411658221307,0.0,2026-06-30,False,0.37148140107106675,0.5504132231404959,0.20446827530027312,0.9866666666666667,0.685204858631165,0.48731543624161067,0.5482110622541079,0.5350399396675228,0.20446827530027312,0.4689256067940729,42,0.15333333333333332,0.9866666666666667,0.8666666666666667,0.46,0.8666666666666667,0.7266666666666667,2026-09-03,v2,SPY Top 150,False
STX,Seagate Technology Holdings PLC,Technology,808.54,-0.99,65.5853,84.8655,17.1237,49.9371,0.01524731914011219,0.01178335130294407,0.05839859376186222,0.020025191691147463,212.44,45.58,1.3545,0.6173811,32.33,15.81,2.044908285895003,-0.7153529405159611,1.6451,1.6697,34.06,104.53,1145.0,170.01,0.654909281120832,360.959,1111.99431,37.5,0.775,0.7666666666666667,0.008333333333333304,0.8666666666666667,7,19,4,0,0,30,3.784277326409649,0.0,2026-06-30,False,0.0809668548270372,0.7335292298175069,0.059391554662022485,0.98,0.6595584664171643,0.7921073825503355,0.6337097894006017,0.5641933735108123,0.059391554662022485,0.46323300974105436,43,0.013333333333333334,0.98,0.7933333333333333,0.9066666666666666,0.96,0.72,2026-09-03,v2,SPY Top 150,False
HCA,HCA Healthcare Inc,Healthcare,402.06,-2.79,12.9371,256.9178,1.1343,8.7124,0.07729707585162054,0.0038922955124168117,0.8816009873931058,0.11477893576970753,695.73,85.26,1.2728,1.08518928,15.48,15.39,1.0058479532163742,-0.005830920310793144,125.7976,0.993,7.31,25.46,556.52,353.99,0.23734755344887176,1.6279000000000001,462.27726,15.0,0.6833333333333333,0.7,-0.016666666666666607,0.5666666666666667,6,11,12,1,0,30,0.14601096312744102,0.0,2026-06-30,False,0.7089889998552613,1.0,0.7089889998552613,0.34,0.7807231665857213,0.21661744966442953,0.2354732700763712,0.5241086803838733,0.21661744966442953,0.46261043423998455,44,0.7933333333333333,0.34,0.9866666666666667,0.11333333333333333,0.28,0.7133333333333334,2026-09-03,v2,SPY Top 150,False
GEV,GE Vernova Inc,Industrials,921.94,2.61,29.3342,26.4036,6.7563,38.1368,0.034089901889262364,0.03787362329379327,0.1480100054763702,0.02622139246082524,83.39,20.32,0.6043,0.12279375999999999,15.44,-1.22,,,0.2337,0.8496,12.98,744.44,1195.94,530.16,0.5884526420138785,57.1652,1240.2732839999999,34.5,0.7738095238095238,0.7559523809523809,0.017857142857142905,0.8333333333333334,11,24,7,0,0,42,-1.3249709086065011,0.0,2026-06-30,False,0.28315819944999276,1.0,0.28315819944999276,0.8666666666666667,0.49527533830433584,0.8767114093959733,0.2335570469798658,0.5164146569466401,0.2335570469798658,0.4598431349532853,45,0.25333333333333335,0.8666666666666667,0.5066666666666667,0.98,0.2733333333333333,0.7066666666666667,2026-09-03,v2,SPY Top 150,False
CVS,CVS Health Corp,Healthcare,97.23,-0.38,25.0432,1.6561,0.295,19.6719,0.03993099923332482,0.6038282712396594,3.3898305084745766,0.05083393063201826,6.41,14.15,1.6348,0.23132420000000004,2.11,2.88,0.7326388888888888,-0.3111023466598795,0.7705,0.8656,7.36,5.27,110.68,69.51,0.6733058051979596,29.075200000000002,114.783456,18.1,0.7727272727272727,0.7727272727272727,0.0,0.8484848484848485,8,20,5,0,0,33,2.4974326388402797,0.0,2026-06-30,False,0.7362331741207121,1.0,0.7362331741207121,0.6266666666666667,0.28366080050281406,0.5341744966442953,0.43376996065725526,0.5037235937751363,0.28366080050281406,0.4597110351206719,46,0.82,0.6266666666666667,0.09333333333333334,0.54,0.6933333333333334,0.7,2026-09-03,v2,SPY Top 150,False
T,AT&T Inc,Comm Services,25.95,-0.19,7.7478,1.3023,1.3127,6.3813,0.12906889697720644,0.7678722260615833,0.7617886798202179,0.1567078808393274,19.54,59.72,0.3006,0.17951831999999998,20.12,13.9,1.4474820143884892,-0.36982550509489237,1.3034,0.971,2.63,72.22,29.79,19.89,0.6121212121212121,-10.8722,29.002476,11.8,0.7,0.7,0.0,0.5714285714285714,9,11,14,1,0,35,3.2129308745768217,0.0,2026-06-30,False,0.9754964539007092,1.0,0.9754964539007092,0.18666666666666668,0.32775072136674,0.3896241610738255,0.5938532747049294,0.5278688199723705,0.18666666666666668,0.45962838931122973,47,0.9933333333333333,0.18666666666666668,0.15333333333333332,0.31333333333333335,0.92,0.6933333333333334,2026-09-03,v2,SPY Top 150,False
KLAC,KLA Corp,Technology,172.26,0.8,56.5539,62.0673,20.1185,45.7336,0.017682246494052575,0.016111543437526684,0.049705494942465886,0.021865761715675124,85.38,61.57,0.8004,0.49280628000000004,41.77,38.55,1.0835278858625164,-0.08022227849974561,0.9272,2.8762,11.71,20.63,307.3743,83.22,0.3972263748676692,105.9419,234.468624,36.1,0.7428571428571429,0.7357142857142858,0.0071428571428571175,0.6857142857142857,10,14,11,0,0,35,1.4749887460556024,0.0,2026-06-30,False,0.0988855116514691,1.0,0.0988855116514691,0.9333333333333333,0.7571640002285518,0.7183087248322146,0.39065956954408704,0.5474645917128221,0.0988855116514691,0.45774877570055156,48,0.03333333333333333,0.9333333333333333,0.96,0.8333333333333334,0.5933333333333334,0.6866666666666666,2026-09-03,v2,SPY Top 150,False
WFC,Wells Fargo & Co,Financials,89.27,2.56,11.894,1.389,1.90599,,0.08407600470825627,0.7199424046076314,0.5246617243532232,,12.55,,,,25.34514,25.21255,1.0052588889263483,-0.005245109259358108,2.5479,,72.74767,16.88,97.76,72.78,0.6601281024819853,7.546899999999999,102.255,14.5,0.7166666666666667,0.7413793103448276,-0.02471264367816095,0.6666666666666666,6,14,10,0,0,30,2.6848089464264913,0.0,2026-06-30,True,0.8427551020408163,1.0,0.8427551020408163,0.3933333333333333,0.4694827586206896,0.2240268456375839,0.48424901643138163,0.5083096580219683,0.2240268456375839,0.4514530955450914,49,0.9266666666666666,0.3933333333333333,0.47333333333333333,0.12666666666666668,0.78,0.68,2026-09-03,v2,SPY Top 150,False
ADI,Analog Devices Inc,Technology,355.71,0.34,56.8214,5.7444,14.7779,39.7789,0.01759900319245918,0.1740825847782188,0.06766861326710831,0.0251389555769516,9.790000000000001,64.49,0.2652,0.17102747999999998,32.5,25.34,1.282557221783741,-0.24885591444269878,0.2574,1.7523,29.75,83.19,445.91,223.47,0.5944973925552957,47.2305,477.556146,34.3,0.8076923076923077,0.7894736842105263,0.018218623481781382,0.8974358974358975,13,22,4,0,0,39,1.5955163581443985,0.0,2026-09-30,False,0.2339368939064988,1.0,0.2339368939064988,0.8266666666666667,0.3589608319286918,0.9217181208053692,0.4758065262670678,0.5045537428230329,0.2339368939064988,0.4504303730397261,50,0.2,0.8266666666666667,0.2,1.0,0.7466666666666667,0.6733333333333333,2026-09-03,v2,SPY Top 150,False
ETN,Eaton Corporation PLC,Industrials,390.85,0.04,46.2694,8.1694,5.9037,30.612,0.02161255603055151,0.12240801038019929,0.16938530074360147,0.03266692800209069,19.59,35.9,0.6217,0.2231903,17.53,17.02,1.0299647473560518,-0.02952457578791516,1.0176,1.2404,-15.08,-1.14,478.0,311.92,0.4752528901734105,16.6984,483.330264,23.7,0.7727272727272727,0.7651515151515151,0.007575757575757569,0.8181818181818182,9,18,6,0,0,33,2.705803827377525,0.0,2026-06-30,False,0.30474381241858445,1.0,0.30474381241858445,0.49333333333333335,0.5112232189621841,0.7016241610738255,0.4407081694052303,0.4853173097521843,0.30474381241858445,0.4492026102854643,51,0.2866666666666667,0.49333333333333335,0.5333333333333333,0.8133333333333334,0.7,0.6666666666666666,2026-09-03,v2,SPY Top 150,False
NOC,Northrop Grumman Corp,Industrials,523.82,-1.71,18.2552,4.0449,1.9135,15.5112,0.05477891230991718,0.24722490049197754,0.5226025607525477,0.06446954458713704,26.58,20.06,0.8517,0.17085102,10.72,10.68,1.00374531835206,-0.003738322110607158,0.8494,1.1682,5.9,15.95,774.0,479.02,0.1518747033697202,-6.900799999999999,662.651058,26.5,0.6964285714285714,0.7053571428571429,-0.008928571428571508,0.6071428571428571,5,12,11,0,0,28,1.6843868957220978,0.0,2026-06-30,False,0.7598002605297438,1.0,0.7598002605297438,0.23333333333333334,0.5158166300031426,0.37095302013422815,0.40233279333487615,0.5025689104937892,0.23333333333333334,0.448721795061698,52,0.8466666666666667,0.23333333333333334,0.54,0.28,0.6,0.66,2026-09-03,v2,SPY Top 150,False
TXN,Texas Instruments Inc,Technology,254.8,0.58,41.6877,15.0648,12.9694,28.0168,0.023987890912667287,0.0663799054750146,0.07710456921677178,0.03569286999229034,35.77,58.33,0.5563,0.32448978999999994,37.29,42.06,0.8865905848787445,-0.12037197608382441,0.7804,4.8573,16.66,20.26,334.03,152.73,0.5629895201323775,32.5145,315.719376,23.9,0.6395348837209303,0.625,0.014534883720930258,0.4883720930232558,7,14,19,2,1,43,1.6630994233063483,0.0,2026-06-30,False,0.22025112172528585,1.0,0.22025112172528585,0.6866666666666666,0.6183474654553419,0.671731543624161,0.4113908817403379,0.5052886277204737,0.22025112172528585,0.44828112652143615,53,0.16666666666666666,0.6866666666666666,0.74,0.7733333333333333,0.6333333333333333,0.6533333333333333,2026-09-03,v2,SPY Top 150,False
CAT,Caterpillar Inc,Industrials,792.28,1.68,36.3041,25.2892,5.2681,27.9306,0.027545098212047675,0.0395425715325119,0.18982175736982976,0.03580302607176359,54.2,34.67,0.7655,0.26539885,17.52,16.56,1.0579710144927537,-0.05635293655113178,2.3277,1.3684,18.36,18.21,1073.46,411.37,0.5753145342778171,91.5065,977.2591440000001,23.3,0.6764705882352942,0.6911764705882353,-0.014705882352941124,0.5294117647058824,7,11,15,1,0,34,4.974415552729205,0.0,2026-06-30,False,0.28891445940078164,1.0,0.28891445940078164,0.92,0.5758814292108296,0.30601342281879196,0.5756352696135154,0.48454101861923,0.28891445940078164,0.4454157067755404,54,0.26,0.92,0.66,0.19333333333333333,0.9,0.6466666666666666,2026-09-03,v2,SPY Top 150,False
ICE,Intercontinental Exchange Inc,Financials,157.85,-1.1,21.1531,2.3559,6.362,14.8511,0.04727439476956097,0.42446623371110825,0.15718327569946558,0.06733507955639649,13.850000000000001,78.64,0.0851,0.06692263999999999,40.72,40.75,0.9992638036809816,-0.0007364674446044524,0.6716,1.0123,6.95,35.87,176.59,121.79,0.6580291970802918,-8.0935,188.367786,19.3,0.7875,0.7857142857142857,0.0017857142857142794,0.9,5,13,2,0,0,20,1.2753151666399876,0.0,2026-06-30,False,0.661946736141265,1.0,0.661946736141265,0.22,0.40067191383595696,0.644496644295302,0.41130756769266374,0.4982837221990633,0.22,0.44262697775925064,55,0.7333333333333333,0.22,0.28,0.7333333333333333,0.6266666666666667,0.64,2026-09-03,v2,SPY Top 150,False
CMI,Cummins Inc,Industrials,550.9,-0.05,32.2693,7.6606,2.5242,21.5502,0.030989206459390194,0.13053807795734015,0.39616512162269235,0.046403281640077586,21.89,25.66,1.0082,0.25870412,11.22,10.75,1.0437209302325583,-0.0427921455208786,0.599,1.7272,2.93,-7.98,737.76,389.52,0.463416034918447,42.881,767.649348,39.3,0.7142857142857143,0.7053571428571429,0.008928571428571397,0.6785714285714286,5,14,9,0,0,28,-0.8749581576565397,0.0,2026-06-30,False,0.4969539730785931,1.0,0.4969539730785931,0.7733333333333333,0.5747004875772553,0.7370335570469799,0.07732469335801898,0.5329873882892571,0.07732469335801898,0.4418548493030095,56,0.56,0.7733333333333333,0.6533333333333333,0.8666666666666667,0.04,0.6333333333333333,2026-09-03,v2,SPY Top 150,False
CSX,CSX Corp,Industrials,48.65,-0.1,29.0401,6.2716,6.4496,16.8613,0.03443514312967242,0.15944894444798774,0.15504837509302902,0.05930740808834432,24.07,71.47,0.33,0.235851,34.15,38.18,0.894447354635935,-0.11154923228080248,1.3396,0.8204,2.52,6.36,53.6,31.8,0.7729357798165136,54.3949,53.9733,10.9,0.725,0.7142857142857143,0.010714285714285676,0.7,7,14,8,1,0,30,0.7421500915534914,0.0,2026-06-30,True,0.4883232016210739,1.0,0.4883232016210739,0.8533333333333334,0.4267614109266825,0.5792617449664429,0.24860911825966212,0.4885862737488445,0.24860911825966212,0.440590842651008,57,0.5333333333333333,0.8533333333333334,0.3466666666666667,0.6266666666666667,0.32,0.6266666666666667,2026-09-03,v2,SPY Top 150,False
