ticker,name,sector,price,day_chg,pe_ttm,pb,ps_ttm,ev_ebitda,earn_yld,book_yld,sales_yld,ebitda_yld,roe,gross_margin,asset_turnover,gp_assets,op_margin_ttm,op_margin_5y,margin_ratio,margin_stability,debt_equity,current_ratio,rev_growth,eps_growth,w52_high,w52_low,w52_pos,mom_12_1,mean_target,upside_pct,analyst_score,analyst_score_3m_ago,revision_3m,buy_ratio,strong_buy,buy,hold,sell,strong_sell,total_recs,sue,pead_decay,last_report,has_earnings,score_value_raw,cyc_guard,score_value,score_momentum,score_quality,score_sentiment,score_catalyst,weighted_mean,worst_lens,score_composite,rank,score_value_pct,score_momentum_pct,score_quality_pct,score_sentiment_pct,score_catalyst_pct,score_composite_pct,as_of,version,universe,in_top_n
UNP,Union Pacific Corp,Industrials,289.73,-0.31,24.0791,7.8116,6.9461,16.1789,0.041529791395857815,0.12801474729888881,0.14396567858222598,0.061808899245313347,38.65,78.25,0.364,0.28482999999999997,40.03,40.23,0.9950285856326125,-0.0049838129572145375,1.467,0.9859,4.17,7.27,315.99,210.84,0.750261531145982,34.2888,332.281116,14.7,0.7419354838709677,0.7327586206896551,0.009176863181312611,0.6774193548387096,9,12,10,0,0,31,1.739336906013676,0.0,2026-06-30,False,0.4931943841366334,1.0,0.4931943841366334,0.7,0.6076010913350285,0.6052214765100671,0.38361953251562136,0.5541661486140235,0.38361953251562136,0.5200568253943431,14,0.5466666666666666,0.7,0.7066666666666667,0.7,0.58,0.9133333333333333,2026-09-03,v2,SPY Top 150,False
C,Citigroup Inc,Other,134.34,1.36,13.0451,1.1259,1.09533,,0.07665713562947007,0.8881783462119194,0.9129668684323446,,8.41,,,,23.01502,28.99823,0.7936698205373225,-0.23108774737372909,3.8387,,99.23775,35.24,147.96,93.4,0.7503665689149559,39.2993,157.81491,17.5,0.7589285714285714,0.7589285714285714,0.0,0.7857142857142857,7,15,6,0,0,28,3.1371311729611766,0.0,2026-06-30,True,0.8642176870748299,1.0,0.8642176870748299,0.72,0.31439080459770113,0.5060134228187919,0.5548206433695904,0.5667974442172148,0.31439080459770113,0.5163161162933121,15,0.9533333333333334,0.72,0.11333333333333333,0.4866666666666667,0.8733333333333333,0.9066666666666666,2026-09-03,v2,SPY Top 150,False
COF,Capital One Financial Corp,Financials,216.6,2.49,12.9298,1.0861,1.11745,,0.07734071679376324,0.9207255317189945,0.8948946261577698,,9.28,,,,18.32824,28.31922,0.6472014412826342,-0.4350976862894166,0.3938,,38.19094,521.95,259.64,174.24,0.4960187353629976,-3.1114,264.384,22.1,0.7758620689655172,0.7672413793103449,0.008620689655172376,0.8275862068965517,8,16,5,0,0,29,1.3736360514667123,0.0,2026-06-30,False,0.8682993197278911,1.0,0.8682993197278911,0.28,0.37571264367816093,0.7261879194630874,0.4791205739412173,0.574894293019221,0.28,0.5159154344153769,16,0.96,0.28,0.22,0.8533333333333334,0.76,0.9,2026-09-03,v2,SPY Top 150,False
SNDK,Sandisk Corp,Technology,1553.4,1.08,19.7934,16.422,11.1763,17.6691,0.05052189113542899,0.060893922786505905,0.08947504988234031,0.056595978289782724,93.13,71.47,1.2398,0.88608506,61.19,2.86,21.395104895104897,-3.063162152642688,0.0,2.2899,175.3,,2354.39,50.07,0.6523963685599223,2911.244,2073.938154,33.5,0.7954545454545454,0.7916666666666666,0.0037878787878787845,0.8484848484848485,11,17,5,0,0,33,1.2648324250882537,0.0,2026-06-30,False,0.4497307859313939,0.5,0.22486539296569694,1.0,0.7472965936253083,0.7593288590604027,0.35838926174496644,0.5860294874028422,0.22486539296569694,0.5137966685154132,17,0.18,1.0,0.9333333333333333,0.8866666666666667,0.5133333333333333,0.8933333333333333,2026-09-03,v2,SPY Top 150,False
SLB,SLB NV,Energy,58.13,1.71,24.9878,2.6657,2.1308,12.6378,0.04001952953041084,0.37513598679521326,0.4693073024216257,0.07912769627625062,11.93,17.07,0.6611,0.11284977,11.44,14.66,0.7803547066848567,-0.2480067105068536,0.4908,1.4392,2.5,-29.35,60.46,31.64,0.9191533657182512,69.3636,63.040488,8.4,0.7720588235294118,0.75,0.022058823529411797,0.8529411764705882,10,19,3,2,0,34,2.4499571496668424,0.0,2026-06-30,True,0.7173520046316398,1.0,0.7173520046316398,0.9,0.3165202030302165,0.6814496644295301,0.3829206202267994,0.5580220879869009,0.3165202030302165,0.5097217109955641,18,0.8066666666666666,0.9,0.13333333333333333,0.7866666666666666,0.5733333333333334,0.8866666666666667,2026-09-03,v2,SPY Top 150,False
MDT,Medtronic PLC,Healthcare,92.18,0.15,24.2494,2.1627,3.2023,17.2907,0.041238133727020045,0.46238498173579323,0.31227555194703804,0.057834558462063416,9.85,65.76,0.3965,0.26073840000000004,17.79,17.4,1.0224137931034483,-0.022166295457260423,0.5653,2.1262,8.43,3.07,106.33,73.31,0.571471835251363,-2.9156000000000004,100.798848,9.4,0.7426470588235294,0.7094594594594594,0.03318759936407001,0.6764705882352942,10,13,11,0,0,34,3.771075492872469,0.0,2026-09-30,False,0.6705507309306702,1.0,0.6705507309306702,0.2866666666666667,0.5212673866049576,0.6739731543624161,0.500698912288822,0.562584033096628,0.2866666666666667,0.5074005598106357,19,0.7466666666666667,0.2866666666666667,0.5533333333333333,0.78,0.82,0.88,2026-09-03,v2,SPY Top 150,False
BK,BK,Financials,162.04,0.95,15.7933,1.8182,2.12845,,0.06331798927393262,0.5499945000549994,0.46982545984166885,,13.48,,,,26.54159,28.68099,0.9254070379021087,-0.07752159728409598,1.1894,,284.5591,31.5,165.685,102.63,0.9421933232891918,53.7821,143.663022,-11.3,,,,,0,0,0,0,0,0,,0.0,,False,0.7804761904761904,1.0,0.7804761904761904,0.8466666666666667,0.45117241379310347,0.352,0.3782758620689655,0.5422788177339902,0.352,0.5042230541871922,20,0.86,0.8466666666666667,0.42,0.26,0.5533333333333333,0.8733333333333333,2026-09-03,v2,SPY Top 150,False
PWR,Quanta Services Inc,Technology,610.78,-0.1,76.7537,11.2108,3.095,40.99,0.013028687867816146,0.08919970028900702,0.32310177705977383,0.02439619419370578,14.74,15.46,1.2941,0.20006786000000001,6.19,5.39,1.1484230055658629,-0.13838970177559906,0.6334,1.0983,26.3,35.37,788.75,363.01,0.5819749142669234,62.523500000000006,805.77654,31.9,0.7708333333333334,0.75,0.02083333333333337,0.7777777777777778,11,17,8,0,0,36,4.549570905131631,0.0,2026-06-30,False,0.30173614126501663,1.0,0.30173614126501663,0.88,0.4004894532849565,0.865751677852349,0.6179819486230039,0.5494284991656615,0.30173614126501663,0.4998900275855325,21,0.2733333333333333,0.88,0.2733333333333333,0.96,0.9466666666666667,0.8666666666666667,2026-09-03,v2,SPY Top 150,False
JPM,JPMorgan Chase & Co,Financials,356.22,0.36,14.8015,2.3228,2.89596,,0.0675607201972773,0.4305148958153952,0.3453086368596251,,17.810000000000002,,,,41.22809,38.1933,1.0794587008716188,-0.07645971259532333,3.3045,,108.9793,19.48,366.5,279.1,0.8823798627002292,18.8781,380.19714600000003,6.7,0.675,0.6666666666666666,0.008333333333333415,0.6,3,15,12,0,0,30,1.463788500270821,0.0,2026-06-30,True,0.7495578231292517,1.0,0.7495578231292517,0.52,0.456051724137931,0.4570738255033557,0.3817866234667901,0.5248877316443818,0.3817866234667901,0.49626751000886354,22,0.8333333333333334,0.52,0.44,0.4066666666666667,0.5666666666666667,0.86,2026-09-03,v2,SPY Top 150,False
AMZN,Amazon.com Inc,Cons Discretionary,254.98,0.02,21.1395,4.6479,3.6868,17.387,0.047304808533787455,0.21515092837625593,0.2712379299121189,0.05751423477310634,30.5,50.77,0.872,0.4427144,12.08,7.2,1.6777777777777778,-0.5174701664846593,0.2816,1.0331,15.77,89.71,287.2,196.0,0.6467105263157894,14.671899999999999,326.48496600000004,28.0,0.8006756756756757,0.8033333333333333,-0.002657657657657686,0.9324324324324325,20,49,5,0,0,74,0.6841049144849262,0.0,2026-06-30,False,0.6258669850919091,0.8940397350993378,0.5595499535589916,0.4533333333333333,0.5793301955070518,0.5796241610738255,0.35440407313121963,0.5281053235596449,0.35440407313121963,0.49336507347395986,23,0.62,0.4533333333333333,0.6733333333333333,0.6333333333333333,0.5066666666666667,0.8533333333333334,2026-09-03,v2,SPY Top 150,False
